agent,benchmark,instance_id,resolved,source_code_files,source_code_tokens,write_recall,write_precision,read_recall,read_precision,total_operations,total_reads,total_writes,unique_files_read,unique_files_written,unique_dirs,max_depth,first_write_at,reread_rate,churn_rate,conversion_rate,first_correct_read,first_correct_write,subagent_count
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-5840,False,212,446904,0.5,1.0,1.0,1.0,14,7,2,2,1,4,3,0,0.7143,0.5,0.5,1,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-6197,True,213,451997,1.0,0.5,1.0,0.3333,22,12,4,3,2,4,2,9,0.75,0.5,1.0,5,14,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-6202,True,213,451973,1.0,0.5,1.0,0.5,22,7,3,2,2,5,2,6,0.7143,0.3333,1.0,1,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7205,True,220,505203,1.0,0.5,1.0,0.25,22,9,5,4,2,4,2,2,0.5556,0.6,1.0,0,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7236,True,219,506797,1.0,0.3333,1.0,0.25,24,11,6,4,3,5,2,5,0.6364,0.5,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7324,True,223,526154,1.0,0.5,1.0,0.3333,13,4,4,3,2,4,3,6,0.25,0.5,1.0,2,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7432,True,224,542000,1.0,0.5,1.0,0.25,13,5,3,4,2,5,2,1,0.2,0.3333,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7490,True,224,540746,1.0,0.5,1.0,0.1667,38,18,3,6,2,4,2,32,0.6667,0.3333,1.0,5,32,1
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7521,True,225,541500,1.0,0.5,1.0,0.5,14,7,2,2,2,2,2,10,0.7143,0.0,1.0,2,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7571,True,225,542335,1.0,1.0,1.0,0.5,17,8,3,2,1,2,2,7,0.75,0.6667,1.0,2,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-7982,True,233,550049,1.0,1.0,1.0,1.0,4,1,1,1,1,2,2,2,0.0,0.0,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,pytest-dev__pytest-8399,True,245,577265,0.5,0.5,0.5,0.5,12,4,2,2,2,3,2,4,0.5,0.0,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-10297,True,871,11216001,1.0,1.0,1.0,1.0,14,4,3,1,1,2,2,7,0.75,0.6667,1.0,1,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-10844,True,880,11239735,1.0,1.0,1.0,1.0,8,2,1,1,1,3,3,2,0.5,0.0,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-10908,False,880,11238461,1.0,1.0,1.0,1.0,13,4,1,1,1,2,2,6,0.75,0.0,1.0,1,6,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-11310,True,885,11306694,1.0,0.5,1.0,0.5,34,17,6,2,2,3,3,12,0.8824,0.6667,1.0,3,12,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-11578,True,889,11884257,1.0,1.0,1.0,1.0,12,3,1,1,1,3,2,5,0.6667,0.0,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-12585,True,928,12102008,1.0,0.5,1.0,0.5,14,6,2,2,2,2,2,3,0.6667,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-12682,True,887,16123665,0.5,0.5,0.5,1.0,28,12,9,1,2,2,2,13,0.9167,0.7778,1.0,3,13,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-12973,True,929,12114707,1.0,0.5,1.0,0.5,13,5,3,2,2,4,2,4,0.6,0.3333,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-13124,True,933,12578622,1.0,1.0,1.0,1.0,13,5,1,1,1,2,2,8,0.8,0.0,1.0,2,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-13135,True,933,12581160,1.0,1.0,1.0,1.0,10,2,1,1,1,3,2,1,0.5,0.0,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-13142,True,933,12581256,1.0,0.25,1.0,0.3333,16,7,4,3,4,8,5,4,0.5714,0.0,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-13328,True,890,13858804,1.0,1.0,1.0,0.5,11,3,2,2,1,3,2,1,0.3333,0.5,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-13439,True,891,13868518,1.0,0.5,1.0,0.5,8,4,2,2,2,2,2,3,0.5,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-13496,False,891,14054781,1.0,0.5,1.0,0.25,18,5,4,4,2,4,3,8,0.2,0.5,1.0,2,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-13779,True,885,16132621,1.0,1.0,1.0,0.5,8,5,1,2,1,3,2,5,0.6,0.0,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14053,True,885,16115851,1.0,1.0,1.0,1.0,13,4,2,1,1,2,2,6,0.75,0.5,1.0,2,6,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14087,True,885,16113860,1.0,1.0,1.0,1.0,20,9,2,1,1,2,2,12,0.8889,0.5,1.0,1,12,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14141,True,886,16118158,1.0,0.3333,1.0,0.3333,7,3,3,3,3,3,3,4,0.0,0.0,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14496,True,894,16181300,1.0,1.0,1.0,1.0,14,2,3,1,1,3,2,2,0.5,0.6667,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14629,True,895,16158909,1.0,0.5,1.0,0.5,24,12,3,2,2,3,2,15,0.8333,0.3333,1.0,4,15,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14710,False,896,16272975,1.0,1.0,1.0,1.0,7,2,1,1,1,3,3,2,0.5,0.0,1.0,0,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14894,True,913,16565628,1.0,0.5,1.0,0.5,16,7,2,2,2,3,3,6,0.7143,0.0,1.0,0,6,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-14983,True,901,16292673,1.0,1.0,1.0,1.0,24,12,4,1,1,2,2,13,0.9167,0.75,1.0,1,13,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-15100,True,911,16372515,1.0,1.0,1.0,1.0,4,2,1,1,1,2,2,2,0.5,0.0,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-25102,True,1104,32401051,0.0,0.0,0.0,0.0,29,12,4,6,2,5,3,21,0.5,0.5,0.0,,,1
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-25232,True,1112,31992622,1.0,0.5,1.0,0.3333,24,12,6,3,2,3,3,16,0.75,0.6667,1.0,2,16,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-25747,False,1102,32062645,1.0,0.5,1.0,0.3333,12,6,2,3,2,4,3,7,0.5,0.0,1.0,0,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-25931,True,1108,33613955,1.0,0.5,1.0,0.5,12,6,2,2,2,3,3,2,0.6667,0.0,1.0,0,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-25973,True,1108,33619099,1.0,1.0,1.0,0.3333,23,11,6,3,1,3,2,9,0.7273,0.8333,1.0,1,9,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-26194,False,1111,33788567,1.0,0.5,1.0,0.5,17,8,4,2,2,3,3,5,0.75,0.5,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-26323,True,1132,35621262,1.0,1.0,1.0,1.0,11,6,1,1,1,2,2,9,0.8333,0.0,1.0,1,9,0
github-copilot-cli-claude-opus-4.6,swebench-verified,scikit-learn__scikit-learn-9288,True,895,16153485,1.0,1.0,1.0,1.0,18,7,1,1,1,3,2,5,0.8571,0.0,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-10323,True,661,1252333,1.0,0.5,1.0,0.3333,26,9,3,3,2,5,3,5,0.6667,0.3333,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-10435,False,664,1252834,1.0,0.3333,1.0,0.5,18,7,5,2,3,3,2,5,0.7143,0.4,1.0,2,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-10449,False,664,1253819,1.0,0.3333,1.0,0.2,28,12,5,5,3,7,4,14,0.5833,0.4,1.0,3,14,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-10466,True,667,1254862,1.0,1.0,1.0,1.0,6,2,1,1,1,2,2,5,0.5,0.0,1.0,0,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-10614,False,691,1145315,1.0,0.25,1.0,0.1429,47,24,10,7,4,8,4,24,0.7083,0.6,1.0,2,24,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-10673,True,666,1263024,0.6667,0.6667,0.6667,0.1818,71,41,9,11,3,12,3,42,0.7317,0.6667,1.0,2,42,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-11445,False,681,1123558,1.0,0.1667,1.0,0.2,21,7,6,5,6,9,3,6,0.2857,0.0,1.0,2,6,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-11510,False,694,1151922,1.0,0.0909,1.0,0.1,92,31,16,10,11,11,3,56,0.6774,0.3125,1.0,11,56,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7440,False,570,1507604,1.0,0.5,1.0,0.5,39,25,4,2,2,3,2,31,0.92,0.5,1.0,3,31,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7454,True,570,1507651,1.0,0.5,1.0,0.125,54,33,4,8,2,7,3,43,0.7576,0.5,1.0,9,43,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7462,False,570,1507901,0.5,0.3333,0.5,0.5,11,4,4,2,3,3,2,1,0.5,0.25,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7590,False,581,1515505,0.3333,0.3333,0.6667,0.5,97,55,7,4,3,4,2,86,0.9273,0.5714,0.5,6,86,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7748,False,584,1528440,1.0,0.25,1.0,0.2,50,24,13,5,4,7,4,24,0.7917,0.6923,1.0,2,24,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7757,True,584,1528440,1.0,1.0,1.0,0.5,13,5,2,2,1,3,2,10,0.6,0.5,1.0,8,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7889,False,587,1536859,1.0,0.3333,1.0,0.5,8,2,4,2,3,4,3,3,0.0,0.25,1.0,0,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7910,False,589,1542361,1.0,0.3333,1.0,0.5,17,7,5,2,3,4,3,3,0.7143,0.4,1.0,2,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-7985,False,591,1547347,1.0,0.2,1.0,0.0714,87,38,6,14,5,12,3,76,0.6316,0.1667,1.0,2,76,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8035,False,593,1551640,1.0,0.3333,1.0,0.2,90,46,7,5,3,8,4,48,0.8913,0.5714,1.0,5,76,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8056,True,593,1554523,1.0,1.0,1.0,0.5,23,11,1,2,1,4,3,22,0.8182,0.0,1.0,3,22,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8120,True,598,1558657,0.5,1.0,1.0,0.2,42,23,1,10,1,14,6,38,0.5652,0.0,0.5,0,38,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8265,True,598,1558483,1.0,0.5,1.0,0.3333,16,6,3,3,2,4,2,10,0.5,0.3333,1.0,5,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8269,True,597,1558175,1.0,1.0,1.0,1.0,7,2,2,1,1,2,2,3,0.5,0.5,1.0,2,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8459,True,607,1571381,1.0,0.5,1.0,0.1429,65,38,4,7,2,8,4,46,0.8158,0.5,1.0,2,46,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8475,True,607,1572967,1.0,0.5,1.0,0.25,16,6,4,4,2,5,3,10,0.3333,0.5,1.0,3,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8548,True,610,1580503,1.0,0.5,1.0,0.3333,107,68,10,6,4,8,4,88,0.9118,0.6,1.0,8,88,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8551,True,611,1580968,0.5,1.0,1.0,0.5,67,40,2,4,1,3,2,62,0.9,0.5,0.5,3,62,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8593,True,612,1583111,0.5,0.3333,1.0,0.3333,34,18,5,6,3,9,4,15,0.6667,0.4,0.5,5,15,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8595,False,613,1584555,1.0,0.3333,1.0,0.3333,17,6,4,3,3,7,4,3,0.5,0.25,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8621,True,615,1585565,1.0,0.3333,1.0,0.1667,22,11,5,6,3,6,3,12,0.4545,0.4,1.0,4,12,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8638,True,607,1564551,1.0,0.5,1.0,0.1111,159,95,4,9,2,7,3,148,0.9053,0.5,1.0,6,148,2
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-8721,True,617,1590789,1.0,1.0,1.0,0.5,9,3,2,2,1,3,2,2,0.3333,0.5,1.0,0,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9229,,642,1231920,1.0,0.1667,1.0,0.0714,115,64,14,14,6,9,4,59,0.7812,0.5714,1.0,2,74,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9230,True,644,1233086,1.0,0.5,1.0,0.2,31,11,5,5,2,6,3,14,0.5455,0.6,1.0,3,14,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9258,True,644,1233440,1.0,0.5,1.0,0.1667,64,37,3,6,2,5,2,53,0.8378,0.3333,1.0,5,53,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9281,True,644,1233747,1.0,0.25,1.0,0.3333,30,13,9,3,4,3,2,11,0.7692,0.5556,1.0,2,11,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9320,True,645,1236034,1.0,0.5,1.0,0.5,20,7,7,2,2,3,2,8,0.7143,0.7143,1.0,2,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9367,True,645,1236220,1.0,0.5,1.0,0.5,8,3,3,2,2,3,2,4,0.3333,0.3333,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9461,False,650,1240868,1.0,0.4286,1.0,0.375,144,85,12,8,7,9,4,48,0.9059,0.4167,1.0,8,109,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9591,True,656,1247750,1.0,0.5,1.0,0.2,69,34,3,5,2,6,3,42,0.8529,0.3333,1.0,32,42,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9602,False,656,1247784,1.0,0.5,1.0,0.2,31,16,5,5,2,4,2,22,0.6875,0.6,1.0,6,22,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9658,True,657,1250542,1.0,1.0,1.0,0.2,41,20,3,5,1,6,3,19,0.75,0.6667,1.0,2,33,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9673,False,657,1249614,1.0,0.3333,1.0,0.2,49,25,4,5,3,9,4,18,0.8,0.25,1.0,3,29,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9698,False,657,1252121,1.0,0.3333,1.0,0.5,14,6,3,2,3,3,2,6,0.6667,0.0,1.0,1,6,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sphinx-doc__sphinx-9711,True,657,1252254,1.0,0.5,1.0,1.0,14,2,4,1,2,1,1,4,0.5,0.5,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-11618,True,1107,4768053,1.0,0.3333,1.0,1.0,21,8,9,1,3,4,2,11,0.875,0.6667,1.0,2,11,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-12096,True,1110,4817892,1.0,0.3333,1.0,0.5,14,5,6,2,3,3,2,3,0.6,0.5,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-12419,True,1117,4838543,1.0,0.25,1.0,0.3333,28,10,7,3,4,7,3,2,0.7,0.4286,1.0,8,11,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-12481,True,1116,4848076,1.0,0.25,1.0,0.5,19,6,8,2,4,5,3,3,0.6667,0.5,1.0,1,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-12489,True,1119,4862900,1.0,0.25,1.0,0.5,51,23,20,2,4,5,2,23,0.913,0.8,1.0,2,23,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13031,True,1131,4920272,1.0,0.2,1.0,0.2,41,13,19,5,5,6,3,7,0.6154,0.7368,1.0,20,22,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13091,True,1144,4968528,0.0952,0.5,0.1429,0.375,135,77,18,8,4,6,4,98,0.8961,0.7778,0.6667,0,99,2
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13372,True,1183,7717701,1.0,0.25,1.0,0.5,12,3,7,2,4,3,2,1,0.3333,0.4286,1.0,0,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13480,True,1185,7735404,1.0,1.0,1.0,1.0,3,1,1,1,1,3,3,1,0.0,0.0,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13551,True,1187,7741850,1.0,0.5,1.0,0.3333,20,8,2,3,2,7,3,13,0.625,0.0,1.0,3,18,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13615,True,1190,7763351,1.0,0.25,1.0,1.0,16,6,6,1,4,4,2,6,0.8333,0.3333,1.0,2,11,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13647,True,1191,7766079,1.0,1.0,1.0,0.5,9,5,1,2,1,2,2,5,0.6,0.0,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13757,True,1191,7769919,1.0,0.3333,1.0,0.25,24,10,5,4,3,4,3,16,0.6,0.4,1.0,3,16,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13798,False,1191,7774797,1.0,0.5,1.0,0.5,12,5,3,2,2,3,3,5,0.6,0.3333,1.0,2,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13852,False,1193,7780750,1.0,0.5,1.0,0.3333,14,3,4,3,2,6,4,5,0.0,0.5,1.0,3,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13877,True,1204,7864077,0.5,0.5,0.5,1.0,10,2,4,1,2,3,2,2,0.5,0.5,1.0,1,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13878,True,1195,7794371,1.0,0.5,1.0,0.2,75,44,15,5,2,4,3,48,0.8864,0.8667,1.0,9,48,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-13974,False,1195,7796640,1.0,1.0,1.0,1.0,6,2,3,1,1,3,3,2,0.5,0.6667,1.0,0,2,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-14248,False,1220,7891486,1.0,0.3,1.0,0.25,119,58,23,12,10,10,3,0,0.7931,0.5652,1.0,13,89,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-14531,True,1222,7914592,1.0,0.1667,1.0,0.1429,127,68,18,7,6,9,3,96,0.8971,0.6667,1.0,4,96,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-14711,True,1224,7942122,1.0,1.0,1.0,1.0,5,2,1,1,1,3,3,3,0.5,0.0,1.0,0,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-14976,True,1255,8051445,1.0,1.0,1.0,0.1111,61,37,2,9,1,5,3,51,0.7568,0.5,1.0,5,51,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-15017,False,1298,9312680,1.0,0.25,1.0,0.25,17,7,6,4,4,4,4,8,0.4286,0.3333,1.0,5,8,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-15345,True,1304,9362238,1.0,0.5,1.0,0.5,7,2,3,2,2,4,3,3,0.0,0.3333,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-15349,True,1305,9364176,1.0,0.5,1.0,0.5,6,3,2,2,2,3,3,2,0.3333,0.0,1.0,0,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-15599,True,1310,9412831,1.0,0.5,1.0,0.5,8,3,3,2,2,3,3,3,0.3333,0.3333,1.0,0,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-15809,True,1312,9432322,1.0,0.5,1.0,0.5,14,7,3,2,2,4,4,7,0.7143,0.3333,1.0,1,7,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-15875,False,1312,9436548,1.0,1.0,1.0,1.0,5,3,1,1,1,2,2,4,0.6667,0.0,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-15976,True,1312,9447872,1.0,0.5,1.0,0.3333,14,7,2,3,2,4,3,6,0.5714,0.0,1.0,1,6,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-16450,True,1312,9524897,1.0,0.5,1.0,0.5,10,4,2,2,2,3,3,4,0.5,0.0,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-16597,False,1313,9545791,0.3333,0.6667,0.5,0.375,60,24,9,8,3,8,3,10,0.6667,0.6667,0.6667,6,38,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-16766,True,1314,9563240,1.0,1.0,1.0,0.25,18,7,3,4,1,2,2,4,0.4286,0.6667,1.0,2,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-16792,True,1314,9571345,1.0,0.5,1.0,0.5,21,11,5,2,2,3,3,9,0.8182,0.6,1.0,1,9,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-16886,True,1315,9588727,1.0,1.0,1.0,1.0,5,1,2,1,1,2,2,2,0.0,0.5,1.0,1,2,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-17139,True,1323,9655922,1.0,1.0,1.0,1.0,2,1,1,1,1,2,2,1,0.0,0.0,1.0,0,1,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-17318,True,1328,9697791,1.0,0.6667,1.0,0.6667,22,13,5,3,3,3,3,10,0.7692,0.4,1.0,0,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-17630,False,1342,9763019,0.0,0.0,0.0,0.0,3,2,1,1,1,3,3,2,0.5,0.0,0.0,,,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-17655,True,1342,9759734,1.0,1.0,1.0,1.0,15,7,4,1,1,2,2,4,0.8571,0.75,1.0,0,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-18189,True,1361,9872682,1.0,1.0,1.0,1.0,5,2,1,1,1,2,2,3,0.5,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-18199,False,1361,9878171,1.0,1.0,1.0,1.0,11,6,1,1,1,2,2,8,0.8333,0.0,1.0,2,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-18211,True,1361,9874954,1.0,1.0,1.0,0.3333,18,8,4,3,1,4,3,9,0.625,0.75,1.0,5,9,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-18698,True,1386,9959168,1.0,0.5,1.0,0.3333,23,12,3,3,2,3,3,16,0.75,0.3333,1.0,4,16,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-18763,False,1357,9825293,1.0,0.5,1.0,0.3333,15,7,2,3,2,3,3,10,0.5714,0.0,1.0,1,10,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-19040,,1396,9996780,1.0,1.0,1.0,0.25,37,17,1,4,1,2,2,10,0.7647,0.0,1.0,17,35,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-19346,True,1402,10063107,1.0,0.5,1.0,0.5,14,6,3,2,2,3,3,5,0.6667,0.3333,1.0,1,5,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-19495,True,1408,10085258,1.0,0.5,1.0,0.5,9,2,2,2,2,3,3,3,0.0,0.0,1.0,2,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-19637,True,1415,10124002,1.0,1.0,1.0,1.0,9,3,2,1,1,2,2,4,0.6667,0.5,1.0,1,4,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-19783,True,1424,10206292,0.5,1.0,1.0,0.2222,56,29,3,9,1,6,3,42,0.6897,0.6667,0.5,3,48,1
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-19954,True,1437,10251266,1.0,1.0,1.0,1.0,4,2,1,1,1,2,2,3,0.5,0.0,1.0,1,3,0
github-copilot-cli-claude-opus-4.6,swebench-verified,sympy__sympy-20154,True,1443,10268737,1.0,0.3333,1.0,0.2,19,12,5,5,3,8,4,8,0.5833,0.4,1.0,1,8,0
